Lat;Lon;LOS_ASC
-8.04792;112.66042;0.9784
-8.04792;112.66042;0.8013
-8.04292;112.65958;-0.7098
-8.04208;112.65958;0.5438
-8.03542;112.65792;0.2825
-8.01375;112.65375;0.4154
-8.01125;112.65292;-0.0398
-8.01125;112.65292;0.1014
-8.01042;112.65292;0.5088
-8.00958;112.65292;0.528
-8.00042;112.64958;0.6995
-7.99958;112.64958;0.836
-7.99958;112.64958;0.8856
-7.99875;112.64958;0.7141
-7.99792;112.64958;0.8803
-7.99708;112.64875;0.6348
-7.99708;112.64875;0.5272
-7.99625;112.64875;0.5996
-7.99542;112.64875;0.8443
-7.99375;112.64792;1.0473
-7.99292;112.64792;1.1439
-7.99208;112.64792;1.2681
-7.99208;112.64792;1.3402
-7.99125;112.64792;1.7964
-7.98958;112.64708;1.7603
-7.98875;112.64708;1.7547
-7.98792;112.64708;1.6604
-7.98792;112.64708;1.6866
-7.98708;112.64708;1.7691
-7.98625;112.64625;1.4122
-7.98542;112.64625;1.3873
-7.98542;112.64625;1.4735
-7.98458;112.64625;1.3534
-7.98375;112.64625;1.2794
-7.98292;112.64625;1.0537
-7.98292;112.64542;1.0538
-7.98125;112.64542;0.7943
-7.98042;112.64542;0.9649
-7.98042;112.64542;1.0255
-7.97958;112.64542;1.5357
-7.97875;112.64542;1.2995
-7.97792;112.64458;1.318
-7.97792;112.64458;1.1964
-7.97708;112.64458;0.9501
-7.97625;112.64458;1.1349
-7.97542;112.64458;0.8631
-7.97542;112.64458;1.046
-7.97458;112.64375;1.0253
-7.97375;112.64375;0.84
-7.97292;112.64375;0.9454
-7.97292;112.64375;0.8846
-7.97208;112.64375;0.9871
-7.97125;112.64375;0.7105
-7.97042;112.64375;0.8169
-7.97042;112.64292;0.7932
-7.96958;112.64292;0.929
-7.96875;112.64292;0.92
-7.96792;112.64292;0.7356
-7.96792;112.64292;0.8286
-7.96708;112.64208;0.8725
-7.96625;112.64208;0.8763
-7.96542;112.64208;0.8122
-7.96542;112.64208;0.3084
-7.96458;112.64208;0.6265
-7.96375;112.64208;0.4828
-7.96292;112.64208;0.3887
-7.96292;112.64125;0.3321
-7.96208;112.64125;0.3232
-7.96125;112.64125;0.549
-7.96042;112.64125;0.2372
-7.96042;112.64125;0.2515
-7.95958;112.64125;0.6248
-7.95875;112.64042;0.5301
-7.95792;112.64042;0.537
-7.95792;112.64042;0.5172
-7.95708;112.64042;0.3957
-7.95625;112.64042;0.5024
-7.95542;112.64042;0.589
-7.95542;112.64042;0.7082
-7.95458;112.63958;0.8586
-7.95375;112.63958;0.8942
-7.95292;112.63958;0.9127
-7.95292;112.63958;0.9112
-7.95208;112.63958;0.8657
-7.95125;112.63958;0.7987
-7.95042;112.63875;0.8249
-7.95042;112.63875;0.7
-7.94958;112.63875;0.6171
-7.94875;112.63875;0.6413
-7.94792;112.63875;0.7188
-7.94792;112.63875;0.5317
-7.94708;112.63875;0.4434
-7.94625;112.63792;0.57
-7.94542;112.63792;0.6493
-7.94542;112.63792;0.5086
-7.94458;112.63792;0.3092
-7.94375;112.63792;0.3413
-7.94292;112.63792;0.1791
-7.94292;112.63792;0.2199
-7.94208;112.63708;0.2668
-7.94125;112.63708;-0.5997
-7.94042;112.63708;0.4727
-7.94042;112.63708;0.3341
-7.93958;112.63708;0.4115
-7.93875;112.63708;0.6128
-7.93875;112.63625;0.8075
-7.93792;112.63625;0.1035
-7.93708;112.63625;0.8041
-7.93625;112.63625;0.656
-7.93625;112.63625;0.6647
-7.93542;112.63625;0.581
-7.93458;112.63625;0.7282
-7.93375;112.63542;0.7305
-7.93375;112.63542;0.3959
-7.93292;112.63542;0.5313
-7.93208;112.63542;0.5503
-7.93125;112.63542;0.4821
-7.93125;112.63542;0.8461
-7.93042;112.63458;0.527
-7.92958;112.63458;0.3934
-7.92875;112.63458;0.4674
-7.92792;112.63458;0.6623
-7.92708;112.63458;0.2859
-7.92625;112.63375;-0.2674
-7.92625;112.63375;0.3467
-7.92542;112.63375;0.2771
-7.92458;112.63375;0.369
-7.92375;112.63375;0.0977
-7.92375;112.63375;0.1048
-7.92292;112.63292;0.0635
-7.92208;112.63292;0.2516
-7.92125;112.63292;0.4149
-7.92125;112.63292;-0.2673
-7.91625;112.63208;-0.411
-7.91625;112.63208;-0.3405
-7.91542;112.63208;-0.538
-7.91458;112.63125;-0.1507
-7.91125;112.63125;-0.089
-7.91042;112.63042;-0.114
-7.90958;112.63042;-0.1408
-7.90875;112.63042;-0.4885
-7.90875;112.63042;-0.2475
-7.90792;112.63042;-0.2679
-7.90708;112.63042;-0.2917
-7.90625;112.62958;-0.0998
-7.90625;112.62958;-0.7987
-7.90542;112.62958;0.0421
-7.90458;112.62958;-0.1886
-7.90125;112.62875;0.1476
-7.90042;112.62875;-0.063
-7.89875;112.62875;0.3476
-7.89875;112.62875;0.3528
-7.89792;112.62792;-0.7634
-7.88792;112.62708;0.0244
-7.88625;112.62708;-0.0207
-7.88625;112.62625;-0.1493
-7.88542;112.62625;-0.0805
-7.88458;112.62625;-0.1735
-7.88375;112.62625;0.0194
-7.88375;112.62625;-0.0059
-7.85958;112.62292;0.6197
-7.85875;112.62292;0.0496
-7.85792;112.62292;0.4609
-7.85708;112.62292;0.0539
-7.85708;112.62292;0.616
-7.85625;112.62292;0.5454
-8.11042;112.67458;1.2618
-8.11042;112.67458;1.6184
-8.10958;112.67458;1.7223
-8.10875;112.67458;1.51
-8.10792;112.67458;1.649
-8.10792;112.67458;0.7318
-8.09875;112.67208;0.7724
-8.09875;112.67208;0.7152
-8.09625;112.67208;1.1907
-8.09625;112.67208;1.123
-8.09125;112.67042;1.2987
-8.08875;112.67042;1.0798
-8.08875;112.67042;0.7896
-8.08792;112.66958;0.8814
-8.08125;112.66875;0.7052
-8.08125;112.66875;0.9495
-8.06542;112.66458;1.14
-8.05958;112.66375;1.0176
-8.05875;112.66292;1.0523
-8.05792;112.66292;0.9001
-8.05708;112.66292;0.8281
-8.05208;112.66208;0.7719
-8.05125;112.66125;0.6528
-8.05042;112.66125;0.8875
-8.05042;112.66125;0.6113
-8.04875;112.66125;0.3523
-8.04792;112.66125;0.2161
-8.04208;112.65958;0.6895
-8.04125;112.65958;0.3351
-8.04042;112.65958;0.015
-8.04042;112.65958;0.1137
-8.03875;112.65958;0.7406
-8.03792;112.65875;0.098
-8.03792;112.65875;0.5804
-8.03625;112.65875;0.5191
-8.03542;112.65875;0.5338
-8.01458;112.65458;-0.0908
-8.01375;112.65458;0.2565
-8.01292;112.65458;0.2295
-8.01125;112.65375;-0.6567
-8.01042;112.65375;0.5212
-8.01042;112.65375;0.3871
-8.00958;112.65375;0.4246
-8.00875;112.65292;0.6678
-8.00042;112.65042;1.3317
-7.99875;112.65042;1.2208
-7.99875;112.65042;1.1254
-7.99792;112.65042;0.8811
-7.99625;112.64958;0.5115
-7.99625;112.64958;0.201
-7.99375;112.64875;1.0035
-7.99292;112.64875;1.0971
-7.99208;112.64875;1.2098
-7.99208;112.64875;1.2433
-7.99125;112.64875;1.6635
-7.99042;112.64792;1.6127
-7.98958;112.64792;1.5401
-7.98958;112.64792;1.8334
-7.98875;112.64792;1.7295
-7.98792;112.64792;1.5593
-7.98708;112.64792;1.636
-7.98708;112.64708;1.2739
-7.98625;112.64708;1.4707
-7.98542;112.64708;1.4337
-7.98458;112.64708;1.4909
-7.98458;112.64708;1.6015
-7.98375;112.64708;1.5305
-7.98292;112.64708;1.1643
-7.98208;112.64625;0.4352
-7.98208;112.64625;1.1666
-7.98125;112.64625;1.2033
-7.98042;112.64625;1.1411
-7.97958;112.64625;1.0152
-7.97958;112.64625;1.3708
-7.97875;112.64542;1.2454
-7.97792;112.64542;1.085
-7.97708;112.64542;1.1214
-7.97708;112.64542;1.1205
-7.97625;112.64542;1.1828
-7.97542;112.64542;1.0279
-7.97458;112.64458;1.1107
-7.97458;112.64458;1.1645
-7.97375;112.64458;0.963
-7.97292;112.64458;0.8665
-7.97208;112.64458;0.8986
-7.97208;112.64458;0.8093
-7.97125;112.64458;0.8801
-7.97042;112.64375;0.8064
-7.96958;112.64375;0.5724
-7.96958;112.64375;0.7211
-7.96875;112.64375;0.8302
-7.96792;112.64375;0.8957
-7.96708;112.64375;0.7697
-7.96708;112.64292;0.7145
-7.96625;112.64292;0.7842
-7.96542;112.64292;0.6001
-7.96458;112.64292;0.5857
-7.96458;112.64292;0.718
-7.96375;112.64292;0.5233
-7.96292;112.64208;0.4465
-7.96208;112.64208;0.4702
-7.96208;112.64208;0.4413
-7.96125;112.64208;0.252
-7.96042;112.64208;0.3935
-7.95958;112.64208;0.4812
-7.95958;112.64208;0.6474
-7.95875;112.64125;0.5722
-7.95792;112.64125;0.5122
-7.95708;112.64125;0.5501
-7.95708;112.64125;0.4224
-7.95625;112.64125;0.5183
-7.95542;112.64125;0.7566
-7.95542;112.64042;0.5792
-7.95458;112.64042;0.7644
-7.95375;112.64042;0.768
-7.95292;112.64042;0.7716
-7.95292;112.64042;0.7239
-7.95208;112.64042;0.6467
-7.95125;112.64042;0.7447
-7.95042;112.63958;0.5135
-7.95042;112.63958;0.5015
-7.94958;112.63958;0.7373
-7.94875;112.63958;0.5936
-7.94792;112.63958;0.7568
-7.94792;112.63958;0.5495
-7.94708;112.63958;0.5839
-7.94625;112.63875;0.7894
-7.94542;112.63875;0.912
-7.94542;112.63875;0.4744
-7.94458;112.63875;0.4216
-7.94375;112.63875;0.3422
-7.94292;112.63875;0.308
-7.94292;112.63792;0.3754
-7.94208;112.63792;0.2283
-7.94125;112.63792;0.2057
-7.94042;112.63792;0.2521
-7.94042;112.63792;0.1469
-7.93958;112.63792;0.4303
-7.93875;112.63792;0.6966
-7.93792;112.63708;0.7103
-7.93792;112.63708;0.6809
-7.93708;112.63708;0.6355
-7.93625;112.63708;0.6398
-7.93542;112.63708;0.6345
-7.93542;112.63708;0.5428
-7.93458;112.63625;0.6788
-7.93375;112.63625;0.7843
-7.93292;112.63625;0.7525
-7.93292;112.63625;0.4323
-7.93208;112.63625;0.5043
-7.93125;112.63625;0.509
-7.93042;112.63542;0.6355
-7.93042;112.63542;0.0994
-7.92958;112.63542;0.2376
-7.92875;112.63542;0.3448
-7.92792;112.63542;-0.055
-7.92792;112.63542;0.2878
-7.92625;112.63458;0.2027
-7.92542;112.63458;0.286
-7.92542;112.63458;0.2005
-7.92458;112.63458;0.2555
-7.92375;112.63458;0.0665
-7.92292;112.63458;-0.025
-7.92292;112.63375;0.0017
-7.92208;112.63375;-0.0252
-7.92125;112.63375;0.1232
-7.91792;112.63292;-0.0298
-7.91542;112.63292;-0.0194
-7.91542;112.63292;-0.649
-7.91125;112.63208;-0.0738
-7.91042;112.63125;-0.0586
-7.91042;112.63125;-0.1052
-7.90875;112.63125;-0.2156
-7.90875;112.63125;-0.5527
-7.90792;112.63125;-0.4691
-7.90708;112.63042;-0.2288
-7.90625;112.63042;-0.2984
-7.90625;112.63042;-0.4337
-7.90542;112.63042;-0.0139
-7.90458;112.63042;0.1786
-7.90375;112.63042;0.1964
-7.90375;112.63042;-0.334
-7.90208;112.62958;0.1276
-7.90125;112.62958;0.2749
-7.90125;112.62958;-0.0438
-7.89875;112.62875;0.1792
-7.89792;112.62875;-0.3673
-7.89625;112.62875;-0.5116
-7.88958;112.62792;1.586
-7.88875;112.62792;0.1421
-7.88792;112.62792;0.2933
-7.88792;112.62792;0.1807
-7.88458;112.62708;-0.1947
-7.86375;112.62458;0.4121
-7.86208;112.62375;-0.2561
-7.86208;112.62375;-0.3749
-7.86125;112.62375;-0.4099
-7.86042;112.62375;0.4019
-7.85958;112.62375;0.5799
-7.85875;112.62375;0.3592
-7.85875;112.62375;0.1964
-7.85792;112.62375;0.3539
-7.84458;112.62208;0.0737
-8.11042;112.67542;1.5361
-8.11042;112.67542;1.4644
-8.10958;112.67542;1.4685
-8.10875;112.67542;1.4255
-8.10792;112.67542;1.5307
-8.09125;112.67125;1.289
-8.09042;112.67125;1.1427
-8.08792;112.67125;1.1897
-8.08792;112.67042;0.9782
-8.08708;112.67042;0.4945
-8.06708;112.66625;0.7645
-8.06625;112.66625;1.0009
-8.06625;112.66542;1.3474
-8.05958;112.66458;1.0255
-8.05958;112.66458;0.8538
-8.05125;112.66292;-0.1201
-8.05042;112.66208;0.5444
-8.04958;112.66208;-0.0369
-8.04875;112.66208;-0.3103
-8.04125;112.66042;0.4281
-8.03875;112.66042;0.4636
-8.03708;112.65958;0.3254
-8.03625;112.65958;0.4198
-8.01708;112.65625;0.0394
-8.01625;112.65625;-0.058
-8.01125;112.65458;0.3214
-8.01042;112.65458;0.2894
-8.00958;112.65458;0.2992
-8.00958;112.65458;0.3262
-8.00042;112.65208;1.5943
-7.99958;112.65125;1.3074
-7.99875;112.65125;1.0666
-7.99792;112.65125;1.2786
-7.99792;112.65125;1.1554
-7.99625;112.65042;0.1524
-7.99625;112.65042;0.1144
-7.99542;112.65042;0.3989
-7.99458;112.64958;0.6917
-7.99208;112.64958;1.1339
-7.99125;112.64958;1.4832
-7.99125;112.64875;1.3594
-7.99042;112.64875;1.5513
-7.98958;112.64875;1.4879
-7.98875;112.64875;1.3258
-7.98792;112.64875;1.525
-7.98708;112.64792;1.6957
-7.98625;112.64792;1.7572
-7.98625;112.64792;1.7815
-7.98542;112.64792;1.4674
-7.98458;112.64792;1.5579
-7.98375;112.64792;1.4458
-7.98375;112.64792;1.4156
-7.98292;112.64708;1.2761
-7.98208;112.64708;1.3044
-7.98125;112.64708;1.1144
-7.98125;112.64708;1.4663
-7.98042;112.64708;1.3365
-7.97958;112.64708;1.2445
-7.97875;112.64625;1.154
-7.97875;112.64625;1.1948
-7.97792;112.64625;1.0319
-7.97708;112.64625;0.9842
-7.97625;112.64625;1.2301
-7.97625;112.64625;0.9359
-7.97542;112.64625;0.929
-7.97458;112.64542;0.9721
-7.97375;112.64542;0.8927
-7.97375;112.64542;0.8384
-7.97292;112.64542;0.8584
-7.97208;112.64542;0.9155
-7.97125;112.64542;0.9493
-7.97125;112.64458;0.9663
-7.97042;112.64458;0.9099
-7.96958;112.64458;0.6086
-7.96875;112.64458;0.7828
-7.96875;112.64458;0.9337
-7.96792;112.64458;0.8249
-7.96708;112.64375;1.0249
-7.96708;112.64375;0.8973
-7.96625;112.64375;0.4445
-7.96542;112.64375;0.753
-7.96458;112.64375;0.4389
-7.96458;112.64375;0.5696
-7.96375;112.64292;0.4884
-7.96292;112.64292;0.5456
-7.96208;112.64292;0.4174
-7.96208;112.64292;0.3448
-7.96125;112.64292;0.2543
-7.96042;112.64292;0.3007
-7.95958;112.64292;0.5718
-7.95958;112.64208;0.7132
-7.95875;112.64208;0.8367
-7.95792;112.64208;0.3245
-7.95708;112.64208;0.2327
-7.95708;112.64208;0.5776
-7.95625;112.64208;0.7312
-7.95542;112.64125;0.7156
-7.95458;112.64125;0.7982
-7.95458;112.64125;0.9346
-7.95375;112.64125;0.7402
-7.95292;112.64125;0.6719
-7.95208;112.64125;0.6977
-7.95208;112.64125;0.4294
-7.95125;112.64042;0.7185
-7.95042;112.64042;0.5622
-7.94958;112.64042;0.4625
-7.94958;112.64042;0.5069
-7.94875;112.64042;0.7739
-7.94792;112.64042;0.6786
-7.94708;112.64042;0.7911
-7.94708;112.63958;0.7296
-7.94625;112.63958;0.477
-7.94542;112.63958;0.7781
-7.94458;112.63958;0.5424
-7.94458;112.63958;0.6726
-7.94375;112.63958;0.4834
-7.94292;112.63875;0.3194
-7.94208;112.63875;0.5171
-7.94208;112.63875;0.1544
-7.94125;112.63875;0.3372
-7.94042;112.63875;0.6616
-7.93958;112.63875;0.7067
-7.93958;112.63875;0.6751
-7.93875;112.63792;0.721
-7.93792;112.63792;0.7419
-7.93708;112.63792;0.6264
-7.93708;112.63792;0.6226
-7.93625;112.63792;0.6243
-7.93542;112.63792;0.6001
-7.93458;112.63708;0.5857
-7.93458;112.63708;0.4331
-7.93375;112.63708;0.6197
-7.93292;112.63708;0.7376
-7.93208;112.63708;0.4672
-7.93208;112.63708;0.4635
-7.93125;112.63708;0.4152
-7.93042;112.63625;0.3397
-7.92958;112.63625;0.4284
-7.92958;112.63625;0.4425
-7.92542;112.63542;-0.1195
-7.92458;112.63542;0.0797
-7.92458;112.63542;0.0733
-7.92375;112.63542;0.1179
-7.92292;112.63458;-0.1878
-7.92292;112.63458;-0.031
-7.92208;112.63458;-0.0894
-7.91792;112.63375;-1.4991
-7.91792;112.63375;-0.1866
-7.91708;112.63375;-0.2662
-7.91625;112.63375;-0.0019
-7.91208;112.63292;-0.3034
-7.91125;112.63292;0.0116
-7.91042;112.63208;-0.0252
-7.91042;112.63208;-0.0507
-7.90958;112.63208;-0.3254
-7.90875;112.63208;-0.2075
-7.90792;112.63208;-0.2044
-7.90792;112.63125;-0.2154
-7.90708;112.63125;-0.1407
-7.90625;112.63125;-0.2429
-7.90542;112.63125;-0.2043
-7.90542;112.63125;-0.0614
-7.90458;112.63125;-0.0438
-7.90292;112.63042;-0.0604
-7.89875;112.63042;0.0841
-7.89792;112.62958;0.0545
-7.89792;112.62958;-0.4041
-7.89708;112.62958;0.0709
-7.89625;112.62958;0.1337
-7.89542;112.62958;-0.1342
-7.89542;112.62958;-0.1147
-7.89375;112.62958;-0.2206
-7.89208;112.62875;0.2198
-7.89042;112.62875;0.1924
-7.88958;112.62875;0.0249
-7.88958;112.62875;0.2481
-7.88875;112.62875;0.0535
-7.88792;112.62875;0.0308
-7.86625;112.62542;0.3895
-7.86625;112.62542;1.3174
-7.86458;112.62542;0.0825
-7.86375;112.62542;0.0343
-7.86375;112.62542;0.2332
-7.86208;112.62458;0.3079
-7.86042;112.62458;0.1258
-8.11625;112.67792;2.6456
-8.11542;112.67792;1.6187
-8.11458;112.67708;1.7127
-8.11042;112.67625;1.4891
-8.10958;112.67625;1.0087
-8.10958;112.67625;1.3238
-8.10875;112.67625;1.3516
-8.10792;112.67625;1.5176
-8.09125;112.67208;0.8914
-8.08792;112.67125;1.0009
-8.08708;112.67125;0.8204
-8.07125;112.66792;0.6145
-8.07042;112.66792;0.8676
-8.06792;112.66708;1.0914
-8.06792;112.66708;0.787
-8.06708;112.66708;0.6323
-8.06042;112.66542;1.1287
-8.05958;112.66542;0.884
-8.04875;112.66292;0.2686
-8.04875;112.66292;0.856
-8.04792;112.66292;0.4162
-8.04625;112.66292;0.6823
-8.04542;112.66208;-0.147
-8.04375;112.66208;0.4227
-8.04208;112.66125;0.3517
-8.04125;112.66125;0.6768
-8.04042;112.66125;0.1007
-8.03958;112.66125;0.7422
-8.03875;112.66125;0.288
-8.03708;112.66042;0.454
-8.03625;112.66042;0.373
-8.01708;112.65708;0.0604
-8.01625;112.65708;0.2897
-8.01125;112.65542;0.022
-8.01125;112.65542;-0.1071
-8.01042;112.65542;0.2449
-8.00958;112.65542;0.314
-8.00042;112.65292;1.1375
-7.99958;112.65208;1.1955
-7.99958;112.65208;0.8166
-7.99875;112.65208;0.8642
-7.99792;112.65208;1.3449
-7.99708;112.65208;1.3121
-7.99625;112.65125;0.9821
-7.99542;112.65125;1.018
-7.99542;112.65125;1.0582
-7.99458;112.65042;0.9071
-7.99375;112.65042;0.4357
-7.99042;112.64958;1.3313
-7.99042;112.64958;1.3364
-7.98958;112.64958;1.491
-7.98875;112.64958;1.3371
-7.98792;112.64958;1.3369
-7.98792;112.64875;0.9414
-7.98708;112.64875;1.4979
-7.98625;112.64875;1.6991
-7.98542;112.64875;1.647
-7.98542;112.64875;1.5752
-7.98458;112.64875;1.7081
-7.98375;112.64875;1.3439
-7.98292;112.64792;1.4455
-7.98292;112.64792;1.5639
-7.98208;112.64792;1.6107
-7.98125;112.64792;1.4779
-7.98042;112.64792;1.2905
-7.98042;112.64792;1.1222
-7.97958;112.64792;1.2766
-7.97875;112.64708;1.5057
-7.97792;112.64708;1.0249
-7.97792;112.64708;1.0495
-7.97708;112.64708;1.1155
-7.97625;112.64708;1.1616
-7.97542;112.64708;0.8432
-7.97542;112.64625;0.8715
-7.97458;112.64625;0.6653
-7.97375;112.64625;0.6472
-7.97292;112.64625;0.7317
-7.97292;112.64625;0.9118
-7.97208;112.64625;0.9889
-7.97125;112.64542;0.9763
-7.97125;112.64542;1.0538
-7.97042;112.64542;0.8266
-7.96958;112.64542;0.7654
-7.96875;112.64542;0.6919
-7.96875;112.64542;0.8317
-7.96792;112.64458;1.0118
-7.96708;112.64458;0.9497
-7.96625;112.64458;0.8484
-7.96625;112.64458;0.6827
-7.96542;112.64458;0.6449
-7.96375;112.64375;0.6523
-7.96375;112.64375;0.3416
-7.96292;112.64375;0.4189
-7.96208;112.64375;0.4361
-7.96125;112.64375;0.3456
-7.96125;112.64375;0.3256
-7.96042;112.64375;0.2644
-7.95958;112.64292;0.7043
-7.95875;112.64292;0.6356
-7.95875;112.64292;0.7098
-7.95792;112.64292;0.5738
-7.95708;112.64292;0.5103
-7.95625;112.64292;0.6435
-7.95625;112.64292;0.7423
-7.95542;112.64208;0.7731
-7.95458;112.64208;0.8281
-7.95375;112.64208;0.6193
-7.95375;112.64208;0.9128
-7.95292;112.64208;0.7131
-7.95208;112.64208;0.6553
-7.95125;112.64125;0.6345
-7.95125;112.64125;0.6865
-7.95042;112.64125;0.724
-7.94958;112.64125;0.4885
-7.94875;112.64125;0.6422
-7.94875;112.64125;0.6469
-7.94792;112.64125;0.8301
-7.94708;112.64042;0.8362
-7.94625;112.64042;0.6486
-7.94625;112.64042;0.5081
-7.94542;112.64042;0.7203
-7.94458;112.64042;0.8195
-7.94375;112.64042;0.8665
-7.94375;112.64042;0.4947
-7.94292;112.63958;0.3841
-7.94208;112.63958;0.2999
-7.94125;112.63958;0.5644
-7.94125;112.63958;0.3909
-7.94042;112.63958;0.4022
-7.93958;112.63958;0.5009
-7.93875;112.63875;0.5337
-7.93875;112.63875;0.582
-7.93792;112.63875;0.7034
-7.93708;112.63875;0.4705
-7.93625;112.63875;0.5496
-7.93625;112.63875;0.531
-7.93542;112.63792;0.6622
-7.93458;112.63792;0.3909
-7.93375;112.63792;0.6349
-7.93375;112.63792;0.4591
-7.93292;112.63792;0.6139
-7.93208;112.63792;0.5224
-7.93125;112.63792;0.4633
-7.93125;112.63708;0.3356
-7.93042;112.63708;0.3986
-7.92958;112.63708;0.3049
-7.92875;112.63708;0.3524
-7.92875;112.63708;0.422
-7.92708;112.63625;0.3035
-7.92708;112.63625;0.0667
-7.92458;112.63625;0.6013
-7.92458;112.63625;0.1244
-7.92375;112.63542;0.0264
-7.92292;112.63542;0.0214
-7.92208;112.63542;-0.1123
-7.91708;112.63458;-0.2756
-7.91708;112.63458;-0.1083
-7.91542;112.63375;-0.0664
-7.91458;112.63375;-0.0938
-7.91292;112.63375;-1.3552
-7.91042;112.63292;-0.1857
-7.90958;112.63292;-0.079
-7.90958;112.63292;-0.2239
-7.90875;112.63292;-0.1996
-7.90792;112.63292;-0.2831
-7.90708;112.63208;-0.1641
-7.90708;112.63208;-0.1466
-7.90625;112.63208;-0.5466
-7.89958;112.63125;0.1281
-7.89958;112.63125;0.0612
-7.89875;112.63042;-0.1131
-7.89708;112.63042;0.1153
-7.89625;112.63042;0.2512
-7.89542;112.63042;0.0726
-7.89458;112.63042;-0.0869
-7.89458;112.63042;-0.0644
-7.89375;112.63042;0.0369
-7.89292;112.62958;0.0055
-7.89208;112.62958;0.0721
-7.89208;112.62958;0.1344
-7.89125;112.62958;0.1437
-7.89042;112.62958;0.265
-7.88958;112.62958;0.1433
-7.88958;112.62958;0.3013
-7.86458;112.62625;0.0591
-7.86375;112.62625;0.1079
-7.86292;112.62542;0.2054
-7.86292;112.62542;-0.0119
-7.86208;112.62542;0.1651
-7.86125;112.62542;0.0585
-7.85375;112.62458;-0.3262
-7.85292;112.62458;0.232
-7.85208;112.62458;0.1959
-7.85125;112.62458;0.3905
-7.84958;112.62458;0.1002
-7.84875;112.62375;0.1358
-7.84792;112.62375;-0.1808
-7.84708;112.62375;-0.4706
-7.84708;112.62375;0.0873
-7.84625;112.62375;0.0725
-8.12042;112.67958;1.9749
-8.11958;112.67875;2.1491
-8.11625;112.67875;2.2812
-8.11625;112.67875;2.0948
-8.11542;112.67792;1.9571
-8.11125;112.67708;2.0165
-8.11042;112.67708;1.5624
-8.10958;112.67708;1.7394
-8.10875;112.67708;1.6869
-8.10875;112.67708;1.4812
-8.10792;112.67708;1.3046
-8.09792;112.67458;0.6525
-8.09708;112.67458;0.7179
-8.09208;112.67292;1.0825
-8.08875;112.67208;1.346
-8.08792;112.67208;1.1684
-8.08708;112.67208;0.8347
-8.07042;112.66875;0.9614
-8.06958;112.66792;1.045
-8.06958;112.66792;1.0138
-8.06875;112.66792;0.8741
-8.06792;112.66792;0.7116
-8.06708;112.66792;0.7492
-8.05958;112.66625;0.7343
-8.04708;112.66375;0.326
-8.04625;112.66292;0.5985
-8.04542;112.66292;-0.0122
-8.04375;112.66292;0.1713
-8.04208;112.66208;0.2637
-8.04125;112.66208;0.3091
-8.04042;112.66208;0.443
-8.04042;112.66208;0.6843
-8.03958;112.66208;0.6323
-8.03875;112.66125;0.5904
-8.03708;112.66125;0.6978
-8.03625;112.66125;0.0804
-8.03542;112.66125;0.453
-8.03542;112.66125;0.3493
-8.03458;112.66042;0.6074
-8.01375;112.65708;-0.0259
-8.01125;112.65625;-0.0498
-8.01042;112.65625;-0.0756
-8.01042;112.65625;0.3311
-8.00958;112.65625;0.1198
-8.00125;112.65375;1.1304
-8.00042;112.65375;1.1048
-7.99958;112.65292;1.18
-7.99875;112.65292;1.0298
-7.99875;112.65292;1.0158
-7.99792;112.65292;1.024
-7.99708;112.65208;1.1102
-7.99708;112.65208;1.1757
-7.99625;112.65208;1.1964
-7.99542;112.65208;0.9691
-7.99458;112.65125;0.9874
-7.99458;112.65125;1.0765
-7.99042;112.65042;1.2162
-7.98958;112.65042;1.4254
-7.98958;112.65042;1.2271
-7.98875;112.65042;1.2588
-7.98792;112.65042;1.3565
-7.98708;112.64958;1.3854
-7.98458;112.64958;1.4636
-7.98375;112.64875;1.4301
-7.98292;112.64875;1.3306
-7.98208;112.64875;1.3138
-7.98208;112.64875;1.2027
-7.98125;112.64875;1.3758
-7.98042;112.64875;1.129
-7.97958;112.64875;1.2075
-7.97958;112.64792;1.066
-7.97875;112.64792;1.2062
-7.97792;112.64792;1.0702
-7.97792;112.64792;0.9096
-7.97708;112.64792;1.0126
-7.97625;112.64792;1.0957
-7.97542;112.64708;0.9419
-7.97542;112.64708;0.9228
-7.97458;112.64708;0.6624
-7.97375;112.64708;0.6153
-7.97292;112.64708;0.6467
-7.97292;112.64708;0.7874
-7.97208;112.64625;1.04
-7.97125;112.64625;0.7497
-7.97042;112.64625;0.7752
-7.97042;112.64625;0.7936
-7.96958;112.64625;0.745
-7.96875;112.64625;0.8079
-7.96792;112.64542;0.8337
-7.96792;112.64542;0.9599
-7.96708;112.64542;0.8345
-7.96625;112.64542;0.7925
-7.96542;112.64542;0.5889
-7.96542;112.64458;0
-7.96292;112.64458;0.4276
-7.96292;112.64458;0.2791
-7.96208;112.64458;0.2447
-7.96125;112.64458;0.5033
-7.96042;112.64458;0.4654
-7.96042;112.64375;0.5543
-7.95958;112.64375;0.7001
-7.95875;112.64375;0.8051
-7.95792;112.64375;0.6051
-7.95792;112.64375;0.8079
-7.95708;112.64375;0.8185
-7.95625;112.64375;0.5448
-7.95542;112.64292;0.6246
-7.95542;112.64292;0.3849
-7.95458;112.64292;0.523
-7.95375;112.64292;0.8352
-7.95292;112.64292;0.8939
-7.95292;112.64292;0.8803
-7.95208;112.64208;0.6992
-7.95125;112.64208;0.8036
-7.95042;112.64208;0.8822
-7.95042;112.64208;0.7483
-7.94958;112.64208;0.5481
-7.94875;112.64208;0.4327
