Lat;Lon;LOS_DES
-7.89792;112.38125;-0.8996
-7.89792;112.38125;-0.8996
-7.89708;112.38125;-0.6962
-7.89625;112.38125;-0.7501
-7.89375;112.38042;-0.8885
-7.89292;112.38042;-0.6559
-7.89125;112.37958;-0.7319
-7.89042;112.37875;-0.2452
-7.89042;112.37875;-0.2452
-7.88375;112.37708;0.1403
-7.87458;112.37542;-0.7369
-7.87375;112.37542;-0.0216
-7.87375;112.37458;-0.1424
-7.87292;112.37458;0.2804
-7.87208;112.37458;0.023
-7.85542;112.37042;1.0633
-7.85375;112.37042;0.2721
-7.85292;112.37042;-0.103
-7.85208;112.37042;0.0329
-7.85125;112.36958;-0.2994
-7.85042;112.36958;-0.1357
-7.84958;112.36958;-0.2702
-7.84958;112.36958;-0.2702
-7.83542;112.36708;-0.1452
-7.83458;112.36625;-0.2553
-7.83458;112.36625;-0.2553
-7.83292;112.36625;-0.523
-7.83208;112.36625;-0.2095
-7.82958;112.36542;-0.8136
-7.82958;112.36542;-0.8136
-7.82792;112.36542;-0.3485
-8.11958;112.42542;0.6358
-8.11875;112.42542;0.6725
-8.11792;112.42542;0.7224
-8.11792;112.42458;0.7699
-8.10625;112.42292;0.224
-8.10542;112.42208;-0.465
-8.10458;112.42208;0.3837
-8.10292;112.42208;0.1
-8.08708;112.41958;0.4553
-8.08542;112.41958;-0.0461
-8.06792;112.41542;-0.583
-8.06708;112.41542;-0.3358
-8.06625;112.41542;-0.1993
-8.06542;112.41542;-0.2188
-8.06375;112.41542;-0.1619
-8.06292;112.41542;0.1715
-8.05792;112.41458;-0.3383
-8.05042;112.41292;-0.4185
-8.04625;112.41208;-0.5881
-8.04542;112.41208;-0.1012
-8.04375;112.41208;-0.2089
-8.04292;112.41208;-0.3007
-8.04208;112.41208;0.0374
-8.01625;112.40875;0.2148
-8.01625;112.40875;0.2148
-7.96292;112.39875;-0.4544
-7.96292;112.39875;-0.4544
-7.96125;112.39875;-1.0183
-7.96042;112.39875;-0.486
-7.95958;112.39875;-0.9828
-7.89792;112.38208;-0.7236
-7.89708;112.38208;-0.6997
-7.89708;112.38208;-0.6997
-7.89625;112.38208;-0.5065
-7.89458;112.38125;-0.5888
-7.89375;112.38125;-0.4376
-7.89292;112.38125;-0.9022
-7.89042;112.38042;-0.5834
-7.89042;112.37958;-1.1073
-7.88792;112.37958;-0.6308
-7.88792;112.37958;-0.6308
-7.88708;112.37875;-0.4148
-7.88292;112.37792;-0.4722
-7.87708;112.37708;-0.4616
-7.87708;112.37708;-0.4616
-7.87375;112.37625;-0.408
-7.87292;112.37625;-0.365
-7.87292;112.37542;-0.1966
-7.87208;112.37542;-0.2711
-7.86875;112.37458;-0.4095
-7.86792;112.37458;-0.5199
-7.85542;112.37125;0.8235
-7.85458;112.37125;-0.1564
-7.85375;112.37125;0.0756
-7.85292;112.37125;0.4011
-7.85208;112.37125;-0.0852
-7.85125;112.37125;-0.1668
-7.85125;112.37042;-0.1904
-7.85042;112.37042;-0.1996
-7.84958;112.37042;-0.3626
-7.84875;112.37042;-0.413
-7.84875;112.37042;-0.413
-7.83542;112.36708;-0.1452
-7.83458;112.36708;-0.1121
-7.83292;112.36708;-0.707
-7.82958;112.36625;-0.5713
-7.82875;112.36625;-0.5238
-7.82875;112.36625;-0.5238
-7.82792;112.36625;-0.3429
-8.11958;112.42625;0.3215
-8.11875;112.42625;0.9026
-8.11792;112.42625;0.2132
-8.10542;112.42292;-0.0262
-8.10292;112.42292;0.1116
-8.10292;112.42292;0.1116
-8.10208;112.42292;-0.399
-8.08625;112.42042;0.5069
-8.08458;112.41958;0.1277
-8.07958;112.41875;0.1324
-8.07958;112.41875;0.1324
-8.06708;112.41625;0.0343
-8.05875;112.41542;-0.8875
-8.05792;112.41542;-0.3108
-8.04625;112.41292;0.1655
-8.04458;112.41292;-0.1619
-8.04375;112.41292;-0.3158
-8.04375;112.41292;-0.3158
-8.04292;112.41292;-0.2689
-8.04208;112.41292;-0.4321
-8.01625;112.40958;0.4134
-7.96292;112.39958;-1.3945
-7.96208;112.39958;-0.8866
-7.96208;112.39958;-0.8866
-7.96042;112.39958;-0.7542
-7.95958;112.39958;-0.6725
-7.95958;112.39958;-0.6725
-7.89875;112.38292;-0.6391
-7.89792;112.38292;-0.6651
-7.89708;112.38292;-0.8228
-7.88708;112.37958;-0.44
-7.88625;112.37958;-0.263
-7.88292;112.37875;-0.041
-7.88292;112.37875;-0.041
-7.87708;112.37792;-0.8222
-7.87625;112.37792;-0.4409
-7.87292;112.37708;-0.8358
-7.87208;112.37708;-0.4169
-7.87208;112.37625;-0.4311
-7.87125;112.37625;-0.8847
-7.86958;112.37625;-0.8184
-7.86875;112.37542;-1.0637
-7.85208;112.37208;-0.4378
-7.85042;112.37125;-0.12
-7.85042;112.37125;-0.12
-7.84958;112.37125;-0.2685
-7.84875;112.37125;-1.0002
-7.84792;112.37125;-0.4428
-7.84792;112.37125;-0.4428
-7.84625;112.37042;-0.3886
-7.84542;112.37042;-0.3916
-7.83542;112.36792;0.2076
-7.82958;112.36708;0.2028
-8.11708;112.42625;0.5981
-8.11708;112.42625;0.5981
-8.10958;112.42542;-0.6292
-8.10292;112.42375;-0.3619
-8.10208;112.42375;-1.5636
-8.10125;112.42375;-0.1482
-8.10042;112.42292;0.0001
-8.08375;112.42042;-0.3539
-8.08208;112.42042;-0.5557
-8.06875;112.41792;0.0288
-8.06875;112.41792;0.0288
-8.06792;112.41792;-0.4416
-8.05708;112.41625;-0.3433
-8.04292;112.41375;0.0345
-8.04208;112.41375;-0.0373
-8.02458;112.41125;-0.504
-8.01708;112.41042;-0.1547
-7.96292;112.40042;-0.815
-7.96208;112.40042;-0.6746
-7.96208;112.40042;-0.6746
-7.96125;112.40042;-0.4369
-7.95875;112.40042;-0.8459
-7.89958;112.38458;-0.9918
-7.89708;112.38375;-0.6359
-7.88792;112.38125;-0.6111
-7.88708;112.38125;-0.5106
-7.88625;112.38042;-0.1733
-7.88625;112.38042;-0.1733
-7.88208;112.37958;-0.841
-7.87625;112.37875;-0.5973
-7.87625;112.37875;-0.5973
-7.87208;112.37792;-0.5297
-7.87125;112.37708;-0.3686
-7.87125;112.37708;-0.3686
-7.87042;112.37708;-0.4371
-7.86958;112.37708;-0.7658
-7.86875;112.37708;-0.7189
-7.86875;112.37625;-0.8662
-7.84875;112.37208;-0.2058
-7.84792;112.37208;0.1735
-7.84708;112.37208;-0.6091
-7.84708;112.37125;0.0583
-7.84625;112.37125;-0.2519
-7.84458;112.37042;-0.2765
-7.83542;112.36875;0.4831
-7.83542;112.36875;0.4831
-8.11708;112.42708;0.6955
-8.10042;112.42375;-0.1076
-8.09958;112.42375;0.2948
-8.09875;112.42375;-0.0163
-8.09875;112.42375;-0.0163
-8.07542;112.41958;-0.402
-8.07458;112.41958;-0.2536
-8.06875;112.41875;-0.0409
-8.04958;112.41542;-0.2669
-8.04208;112.41458;-0.1032
-7.96292;112.40125;-0.6753
-7.96208;112.40125;-1.0692
-7.96125;112.40125;-0.5961
-7.96042;112.40125;-0.5504
-7.95958;112.40125;-0.6577
-7.89958;112.38542;-0.4393
-7.89958;112.38542;-0.4393
-7.88792;112.38208;-1.0742
-7.88708;112.38208;-0.3695
-7.88625;112.38125;-0.1465
-7.88542;112.38125;-0.2886
-7.88542;112.38125;-0.2886
-7.88292;112.38042;-0.2339
-7.87875;112.37958;-0.3231
-7.87792;112.37958;-0.0034
-7.86875;112.37792;-0.7832
-7.86792;112.37708;-1.0572
-7.86792;112.37708;-1.0572
-7.84958;112.37292;-0.9584
-7.84792;112.37292;-0.7998
-7.84708;112.37292;-0.7469
-7.84625;112.37208;0.1475
-7.83958;112.37042;-0.8182
-7.83542;112.36958;-0.2176
-7.83458;112.36958;0.3144
-7.82708;112.36875;-0.8341
-8.11708;112.42792;0.6251
-8.10792;112.42625;-0.1893
-8.06792;112.41875;-0.0882
-8.04958;112.41625;0.0656
-8.04875;112.41625;-0.4507
-8.04792;112.41625;0.6412
-8.04708;112.41625;0.6774
-8.04708;112.41625;0.6774
-8.04625;112.41625;0.115
-8.04542;112.41542;0.2596
-8.03875;112.41542;-0.1914
-7.96292;112.40208;-0.7652
-7.96125;112.40208;-0.566
-7.95958;112.40208;-0.5126
-7.90125;112.38625;-0.6642
-7.90042;112.38625;-0.9118
-7.88708;112.38292;-0.6805
-7.88625;112.38208;-0.3126
-7.88542;112.38208;-0.1426
-7.87875;112.38125;-0.931
-7.86792;112.37875;-0.9389
-7.86708;112.37792;-0.8754
-7.86708;112.37792;-0.8754
-7.85042;112.37458;-0.2732
-7.85042;112.37375;-0.3257
-7.84958;112.37375;-0.8254
-7.84875;112.37375;-0.5053
-7.84708;112.37375;-0.2383
-7.84042;112.37125;-0.5733
-7.83958;112.37125;-0.54
-7.83875;112.37125;-0.8036
-7.82958;112.36958;-1.0062
-7.82708;112.36875;-0.8341
-7.82625;112.36875;-1.096
-8.11625;112.42875;0.41
-8.11542;112.42875;0.3583
-8.11458;112.42875;0.3993
-8.10208;112.42625;-0.0105
-8.05208;112.41792;-0.1779
-8.05125;112.41792;-0.5655
-8.05125;112.41708;-0.0754
-8.04875;112.41708;0.3457
-8.04875;112.41708;0.3457
-8.04792;112.41708;-0.1654
-8.04625;112.41708;-0.0126
-8.04625;112.41708;-0.0126
-8.04542;112.41625;0.1647
-8.04458;112.41625;-0.0119
-8.04375;112.41625;0.3318
-8.03792;112.41542;-0.1572
-8.03792;112.41542;-0.1572
-8.02542;112.41375;-1.0067
-7.99208;112.40958;-0.4635
-7.99125;112.40958;-0.705
-7.90125;112.38792;-1.1533
-7.90042;112.38708;-0.8416
-7.90042;112.38708;-0.8416
-7.89958;112.38708;-0.8713
-7.88625;112.38375;-0.3986
-7.88625;112.38292;-0.4992
-7.88542;112.38292;-0.4324
-7.87875;112.38125;-0.931
-7.87875;112.38125;-0.931
-7.86208;112.37708;0.2421
-7.84958;112.37458;-0.6001
-7.84958;112.37458;-0.6001
-7.83042;112.37042;-1.3802
-7.82875;112.36958;-0.8124
-7.82792;112.36958;-0.7538
-7.82792;112.36958;-0.7538
-7.82708;112.36958;-0.8159
-7.82625;112.36958;-0.5482
-8.11625;112.42958;0.5157
-8.11542;112.42958;-0.16
-8.11458;112.42958;-0.1536
-8.11375;112.42875;0.2843
-8.10125;112.42708;-0.0628
-8.09458;112.42542;-0.4941
-8.09375;112.42542;-0.0493
-8.09375;112.42542;-0.0493
-8.05042;112.41875;-0.1073
-8.05042;112.41792;-0.0055
-8.04958;112.41792;0.0515
-8.04875;112.41792;-0.0064
-8.04792;112.41792;-0.1363
-8.04792;112.41792;-0.1363
-8.04708;112.41792;0.1257
-8.04625;112.41792;0.1561
-8.04542;112.41792;-0.1068
-8.04542;112.41708;-0.1869
-8.04458;112.41708;-0.2863
-8.04375;112.41708;0.3462
-8.04208;112.41708;0.4086
-8.03792;112.41708;0.5907
-7.99125;112.41042;-1.1867
-7.90208;112.38875;-0.8805
-7.90125;112.38875;-0.9931
-7.90042;112.38792;-0.7681
-7.89958;112.38792;-0.8377
-7.88708;112.38458;-0.5936
-7.88625;112.38458;-0.5915
-7.88625;112.38375;-0.3986
-7.88542;112.38375;-0.1905
-7.87792;112.38208;-0.4717
-7.87792;112.38208;-0.4717
-7.86375;112.37875;-0.7336
-7.86208;112.37792;-0.6184
-7.86125;112.37792;-0.6861
-7.85042;112.37625;-0.0663
-7.83208;112.37208;-1.0095
-7.83125;112.37125;-1.5286
-7.82708;112.37042;-0.9352
-8.11292;112.42958;0.221
-8.11292;112.42958;0.221
-8.11208;112.42958;-0.1486
-8.09292;112.42625;-0.4394
-8.09292;112.42625;-0.4394
-8.07625;112.42375;-0.4319
-8.05458;112.41958;-0.2642
-8.05375;112.41958;-0.3935
-8.05042;112.41875;-0.1073
-8.04958;112.41875;-0.3201
-8.04958;112.41875;-0.3201
-8.04875;112.41875;0.1265
-8.04792;112.41875;0.118
-8.04708;112.41875;-0.1154
-8.04708;112.41875;-0.1154
-8.04625;112.41875;0.0046
-8.04542;112.41875;-0.1605
-8.04458;112.41792;0.0615
-8.04458;112.41792;0.0615
-8.04375;112.41792;-0.0292
-8.04292;112.41792;0.1791
-8.04208;112.41792;-0.3315
-8.02375;112.41542;-0.3409
-7.98708;112.41208;-1.4949
-7.90042;112.38875;-1.0287
-7.88625;112.38458;-0.5915
-7.87875;112.38292;-0.6719
-7.87792;112.38292;-0.3793
-7.87708;112.38292;-0.6297
-7.87708;112.38292;-0.6297
-7.86292;112.37958;-1.0221
-7.86208;112.37875;-0.8879
-7.86125;112.37875;-0.5496
-7.86125;112.37875;-0.5496
-7.86042;112.37875;-0.4711
-7.83292;112.37292;0.3861
-7.83208;112.37292;-0.5219
-8.12208;112.43208;-0.3896
-8.11208;112.43042;0.1627
-8.09208;112.42708;-0.0773
-8.09208;112.42708;-0.0773
-8.09125;112.42625;-0.4323
-8.08542;112.42542;-0.2282
-8.08458;112.42542;0.0408
-8.08458;112.42542;0.0408
-8.08375;112.42542;-0.3489
-8.07542;112.42375;0.0317
-8.05458;112.42042;-0.0459
-8.05375;112.42042;-0.3925
-8.04708;112.41958;-0.0815
-8.04625;112.41958;-0.0301
-8.04625;112.41958;-0.0301
-8.04542;112.41958;-0.1454
-8.04458;112.41875;-0.1504
-8.04375;112.41875;-0.164
-8.04375;112.41875;-0.164
-8.04292;112.41875;-0.3104
-8.04208;112.41875;-0.3233
-8.04125;112.41875;0.0638
-8.02375;112.41625;-0.7194
-7.99042;112.41208;-1.2201
-7.98958;112.41292;-1.1557
-7.98708;112.41292;-1.48
-7.98458;112.41208;-1.6848
-7.98375;112.41208;-1.8445
-7.98042;112.41125;-1.7438
-7.98042;112.41125;-1.7438
-7.97958;112.41125;-1.7757
-7.90042;112.39042;-0.7537
-7.90042;112.39042;-0.7537
-7.87792;112.38375;-0.4491
-7.87708;112.38375;-0.6143
-7.86208;112.37958;-0.7544
-7.86125;112.37958;-0.4801
-7.86042;112.37958;-0.4754
-7.86042;112.37958;-0.4754
-7.85958;112.37958;-0.5913
-7.85875;112.37875;-0.6633
-7.83375;112.37375;-0.8319
-7.83292;112.37375;-1.0165
-7.83208;112.37375;-0.6548
-8.09958;112.42875;-0.2681
-8.09958;112.42875;-0.2681
-8.09875;112.42875;0.1616
-8.09208;112.42792;-0.0959
-8.09208;112.42792;-0.0959
-8.09125;112.42708;-0.197
-8.09042;112.42708;-0.2116
-8.07542;112.42458;-0.7952
-8.07458;112.42458;-0.3419
-8.07375;112.42458;-0.4136
-8.07375;112.42458;-0.4136
-8.05208;112.42125;-0.4176
-8.05125;112.42125;-0.2238
-8.04542;112.42042;0.5188
-8.04542;112.41958;-0.1454
-8.04458;112.41958;-0.0942
-8.04375;112.41958;-0.1235
-8.04292;112.41958;-0.2534
-8.04292;112.41958;-0.2534
-8.04125;112.41958;-0.1671
-8.04042;112.41958;-0.2712
-8.02292;112.41708;-0.0942
-8.02042;112.41625;-3.0989
-7.99042;112.41375;-0.4853
-7.99042;112.41292;-1.0532
-7.97958;112.41208;-1.8404
-7.90125;112.39125;-1.1673
-7.90042;112.39125;-1.0819
-7.89958;112.39125;-0.8565
-7.89875;112.39042;-0.9178
-7.89042;112.38792;-0.9367
-7.88375;112.38625;-0.7151
-7.87792;112.38458;-0.2664
-7.87708;112.38458;-0.4934
-7.86125;112.38042;-0.8087
-7.86042;112.38042;-0.7583
-7.85958;112.38042;-0.4336
-7.85958;112.38042;-0.4336
-7.85125;112.37875;-0.822
-7.84458;112.37708;-0.5228
-7.84458;112.37708;-0.5228
-7.84375;112.37708;-0.8197
-7.83375;112.37458;-1.151
-7.83292;112.37458;-0.7037
-7.83208;112.37458;-1.0133
-7.83208;112.37458;-1.0133
-8.12125;112.43375;0.3423
-8.11875;112.43375;-0.1121
-8.11875;112.43375;-0.1121
-8.11708;112.43292;0.4551
-8.11625;112.43292;0.736
-8.10875;112.43125;0.1043
-8.10875;112.43125;0.1043
-8.09958;112.42958;0.1933
-8.07958;112.42625;-0.1717
-8.07458;112.42542;-0.3964
-8.07375;112.42542;-0.3258
-8.05042;112.42125;-0.0054
-8.05042;112.42125;-0.0054
-8.04958;112.42125;-0.2705
-8.04875;112.42125;0.0882
-8.04792;112.42125;0.3085
-8.04792;112.42125;0.3085
-8.04458;112.42042;-0.2199
-8.04375;112.42042;-0.1797
-8.04292;112.42042;0.2292
-8.04208;112.42042;-0.6338
-8.04208;112.42042;-0.6338
-8.04042;112.42042;-0.4614
-7.98375;112.41375;-2.3193
-7.97958;112.41292;-1.9115
-7.90125;112.39208;-1.203
-7.90125;112.39208;-1.203
-7.90042;112.39208;-0.9451
-7.89958;112.39208;-1.105
-7.89875;112.39125;-0.998
-7.89125;112.38875;-1.3112
-7.89042;112.38875;-1.0815
-7.89042;112.38875;-1.0815
-7.88958;112.38875;-1.0149
-7.88375;112.38708;-0.6274
-7.88292;112.38708;-0.7261
-7.88292;112.38625;-0.7799
-7.87875;112.38542;-0.4079
-7.87792;112.38542;-0.4231
-7.87792;112.38542;-0.4231
-7.87708;112.38542;0.2341
-7.86125;112.38125;-0.4854
-7.85958;112.38125;-0.8951
-7.85875;112.38125;-1.582
-7.85125;112.37958;-0.465
-7.85125;112.37958;-0.465
-7.84458;112.37792;-0.8612
-7.84375;112.37792;-0.9619
-7.84375;112.37792;-0.9619
-7.83292;112.37542;-1.1363
-8.11792;112.43375;0.3922
-8.11708;112.43375;0.853
-8.11625;112.43375;0.8455
-8.11292;112.43292;0.2296
-8.10792;112.43208;0.1017
-8.10792;112.43208;0.1017
-8.10708;112.43208;0.1908
-8.10042;112.43042;0.0295
-8.10042;112.43042;0.0295
-8.09292;112.42958;-0.1571
-8.09292;112.42958;-0.1571
-8.09042;112.42875;0.0665
-8.07292;112.42625;-0.4198
-8.04875;112.42208;0.2746
-8.04792;112.42208;0.1401
-8.04708;112.42208;-0.6722
-8.04208;112.42125;-0.276
-8.04125;112.42125;-0.2305
-8.04125;112.42125;-0.2305
-8.03875;112.42125;-0.4841
-8.01958;112.41875;-0.5141
-7.97958;112.41375;-1.8722
-7.90125;112.39292;-1.2949
-7.90042;112.39292;-0.9767
-7.90042;112.39292;-0.9767
-7.89958;112.39292;-0.8789
-7.89875;112.39208;-1.1958
-7.89208;112.39042;-0.9217
-7.89125;112.38958;-1.0298
-7.89042;112.38958;-1.2015
-7.88958;112.38958;-0.908
-7.88375;112.38792;-0.5218
-7.88292;112.38792;-0.6903
-7.88292;112.38708;-0.7261
-7.88208;112.38708;-0.5031
-7.87875;112.38625;-0.6685
-7.86042;112.38208;-0.7476
-7.85958;112.38208;-1.2519
-7.85792;112.38125;-1.0415
-7.85458;112.38125;-1.5759
-7.85125;112.38042;-0.848
-7.84458;112.37875;-1.0233
-7.84292;112.37875;-1.0566
-8.11375;112.43375;0.0917
-8.11292;112.43375;-0.2101
-8.11208;112.43375;-0.0549
-8.11208;112.43375;-0.0549
-8.10625;112.43292;0.0576
-8.06208;112.42542;-0.0092
-8.04125;112.42208;0.1136
-8.03875;112.42208;-0.0933
-8.03792;112.42208;-0.392
-8.03792;112.42125;-0.1176
-8.00625;112.41792;-0.3843
-7.97958;112.41542;-1.8572
-7.97958;112.41458;-2.0442
-7.90042;112.39375;-1.5258
-7.89958;112.39375;-1.1154
-7.89958;112.39375;-1.1154
-7.89292;112.39125;-1.095
-7.89208;112.39125;-0.8523
-7.89042;112.39042;-1.2291
-7.88958;112.39042;-1.1729
-7.88292;112.38875;-0.5447
-7.88208;112.38875;-0.7152
-7.88208;112.38792;-1.2107
-7.88125;112.38792;-1.1584
-7.85792;112.38208;-1.1055
-7.85708;112.38208;-1.212
-7.85708;112.38208;-1.212
-7.85458;112.38208;-1.1841
-7.85458;112.38208;-1.1841
-7.85375;112.38125;-0.9396
-7.85292;112.38125;-1.5698
-7.84292;112.37875;-1.0566
-7.83542;112.37792;-0.6762
-8.11042;112.43458;-0.1816
-8.10958;112.43458;-0.2354
-8.10625;112.43292;0.0576
-8.10542;112.43292;1.075
-8.10458;112.43292;0.1453
-8.08875;112.43042;-0.1651
-8.06208;112.42625;-1.0016
-8.06042;112.42625;-0.2798
-8.03958;112.42292;-0.1345
-8.03792;112.42208;-0.392
-8.03708;112.42208;-0.0887
-8.03708;112.42208;-0.0887
-8.00708;112.41875;-0.3971
-8.00625;112.41875;-0.2124
-7.97958;112.41625;-1.9617
-7.89375;112.39208;-1.0582
-7.89292;112.39208;-1.218
-7.89125;112.39208;-1.2626
-7.89042;112.39125;-1.2024
-7.89042;112.39125;-1.2024
-7.88792;112.39042;-1.0671
-7.88292;112.38958;-0.7816
-7.85458;112.38292;-1.029
-7.85375;112.38292;-0.9061
-7.85375;112.38208;-1.036
-7.85292;112.38208;-0.981
-8.10875;112.43458;-0.1344
-8.10875;112.43458;-0.1344
-8.10375;112.43375;-0.4924
-8.06292;112.42708;-0.6037
-8.06292;112.42708;-0.6037
-8.06208;112.42708;-0.5568
-8.06042;112.42708;-0.3943
-8.05958;112.42708;-0.6658
-8.05958;112.42625;-0.4667
-8.03958;112.42292;-0.1345
-8.03875;112.42292;0.0599
-8.00625;112.41958;-1.0405
-7.98292;112.41708;-2.4482
-7.98292;112.41708;-2.4482
-7.98208;112.41708;-2.9469
-7.89375;112.39375;-1.1217
-7.89208;112.39292;-2.0483
-7.89125;112.39292;-1.2005
-7.88792;112.39125;-0.951
-7.88042;112.38958;-0.5973
-7.88042;112.38958;-0.5973
-7.87625;112.38875;-0.6687
-7.85458;112.38375;-1.504
-7.85375;112.38375;-1.1998
-7.85292;112.38375;-1.274
-7.84042;112.38042;-1.2478
-8.10292;112.43458;-0.28
-8.10292;112.43458;-0.28
-8.08542;112.43125;0.0224
-8.08458;112.43125;-0.332
-8.08458;112.43125;-0.332
-8.07958;112.43042;-0.3204
-8.06875;112.42875;-0.3605
-8.06292;112.42792;-0.5894
-8.06208;112.42792;-0.7293
-8.06208;112.42792;-0.7293
-8.06125;112.42792;-1.0685
-8.06042;112.42708;-0.3943
-8.05958;112.42708;-0.6658
-8.05958;112.42708;-0.6658
-7.98292;112.41792;-1.8121
-7.98208;112.41792;-1.9168
-7.98208;112.41792;-1.9168
-7.98125;112.41792;-1.6425
-7.89375;112.39458;-1.807
-7.89208;112.39375;-1.2322
-7.89125;112.39375;-1.5889
-7.88042;112.39042;-0.7034
-7.87958;112.39042;-0.6518
-7.87958;112.38958;-0.4243
-7.87625;112.38958;-0.6971
-7.87625;112.38958;-0.6971
-7.84042;112.38125;-1.1229
-7.83958;112.38125;-1.2931
-8.10458;112.43542;-0.0628
-8.10458;112.43542;-0.0628
-8.08458;112.43208;-0.3471
-8.08375;112.43208;-0.4107
-8.06792;112.42958;-0.5857
-8.06292;112.42875;-0.5619
-8.05875;112.42792;-0.2146
-8.05875;112.42792;-0.2146
-8.05792;112.42792;-0.4648
-8.05625;112.42792;-0.1755
-8.03458;112.42458;0.2227
-7.98208;112.41875;-1.7006
-7.98125;112.41875;-2.0104
-7.98125;112.41875;-2.0104
-7.87958;112.39125;-0.9024
-7.85458;112.38542;-1.2693
-7.83958;112.38208;-1.2843
-7.83875;112.38125;-1.4333
-8.12208;112.43958;0.2487
-8.12125;112.43958;0.1311
-8.12125;112.43958;0.1311
-8.11292;112.43792;0.3823
-8.11208;112.43792;1.321
-8.11125;112.43792;0.9752
-8.10042;112.43542;-0.093
-8.09958;112.43542;0.1536
-8.06625;112.42958;-0.3865
-8.06208;112.42958;-0.2527
-8.05792;112.42875;-0.8962
-8.05542;112.42875;-0.3798
-8.05542;112.42875;-0.3798
-7.98292;112.41958;-1.6492
-7.98208;112.41958;-1.7773
-7.98125;112.41958;-1.8961
-7.98042;112.41958;-2.2407
-7.87958;112.39208;-0.8125
-7.86042;112.38792;0.0946
-7.86042;112.38792;0.0946
-7.85958;112.38708;-0.5658
-7.85875;112.38708;-0.743
-7.85458;112.38625;-1.2647
-7.85375;112.38625;-0.9746
-7.83875;112.38292;-1.0896
-7.83875;112.38208;-0.5588
-7.83625;112.38208;-0.5077
-7.83625;112.38208;-0.5077
-7.83542;112.38208;-0.6652
-7.83458;112.38208;-1.2558
-8.12208;112.44042;0.6064
-8.12125;112.44042;-0.0546
-8.12042;112.44042;0.1571
-8.12042;112.44042;0.1571
-8.11292;112.43875;0.2467
-8.10292;112.43708;-0.0475
-8.10042;112.43625;0.3004
-8.10042;112.43625;0.3004
-8.09958;112.43625;-0.4163
-8.09542;112.43542;-0.2114
-8.08292;112.43375;-0.3469
-8.06542;112.43042;-0.5
-8.06208;112.43042;0.9344
-8.06125;112.42958;-0.6845
-7.98208;112.42042;-2.2317
-7.98125;112.42042;-1.9131
-7.98042;112.42042;-2.1412
-7.87625;112.39208;-0.7653
-7.85958;112.38875;0.0555
-7.85958;112.38792;-0.0106
-7.85875;112.38792;-0.2832
-7.83958;112.38375;-2.3207
-7.83875;112.38375;-1.2401
-7.83792;112.38292;-1.1151
-7.83708;112.38292;-2.5577
-7.83542;112.38292;-0.9737
-8.12042;112.44125;0.4425
-8.11958;112.44125;-0.0065
-8.11958;112.44125;-0.0065
-8.10292;112.43792;-0.0747
-8.10125;112.43792;0.0039
-8.07542;112.43292;-0.2167
-8.06375;112.43125;-0.229
-8.06292;112.43125;-0.3681
-8.05708;112.43042;-0.7369
-8.05208;112.42958;-0.3276
-8.05125;112.42958;-1.2566
-7.87875;112.39292;-0.5359
-7.87625;112.39292;-0.6366
-7.87625;112.39292;-0.6366
-7.84208;112.38542;-1.3444
-7.83958;112.38458;-1.0884
-7.83792;112.38375;-0.7943
-8.12125;112.44208;0.7372
-8.12042;112.44208;0.7519
-8.11875;112.44208;-0.3163
-8.11875;112.44125;0.0578
-8.06458;112.43208;-0.2044
-8.06375;112.43208;-0.1979
-8.06375;112.43208;-0.1979
-8.06292;112.43208;-0.8253
-8.04875;112.43042;-0.6991
-7.87875;112.39375;-0.9595
-7.87625;112.39375;-0.962
-7.83792;112.38458;-1.3129
-7.83708;112.38458;-2.0661
-7.83208;112.38458;-1.3605
-8.12125;112.44292;0.5314
-8.12125;112.44292;0.5314
-8.12042;112.44292;0.6895
-8.11875;112.44208;-0.3163
-8.11792;112.44208;-0.0835
-8.10125;112.43875;0.2373
-8.09875;112.43875;0.2033
-8.08125;112.43542;-0.0294
-8.07958;112.43542;-0.5138
-8.06292;112.43292;-0.1583
-8.06292;112.43292;-0.1583
-8.06208;112.43208;0.5803
-8.05792;112.43208;-0.1399
-8.05708;112.43208;-0.3625
-8.05125;112.43125;-0.604
-8.04792;112.43125;-0.704
-8.04708;112.43042;-0.6589
-8.02958;112.42792;-0.4635
-8.02875;112.42792;-0.3759
-7.87708;112.39458;-1.095
-7.83708;112.38542;-1.0887
-7.83208;112.38458;-1.3605
-8.10125;112.43958;-0.4002
-8.09542;112.43875;0.2797
-8.09542;112.43875;0.2797
-8.07958;112.43625;-0.1688
-8.07792;112.43625;0.0322
-8.06208;112.43292;-0.3293
-8.05125;112.43208;-0.4689
-8.04792;112.43125;-0.704
-8.04708;112.43125;-0.6786
-8.04625;112.43125;-0.6673
-8.04542;112.43125;-0.9072
-8.04458;112.43125;-0.6704
-8.02958;112.42875;-0.625
-8.02792;112.42875;-0.6204
-8.01708;112.42792;-0.6829
-7.87792;112.39542;-0.3943
-7.87708;112.39542;-0.489
-7.83708;112.38625;-1.3788
-8.10792;112.44208;-0.0759
-8.10708;112.44208;-0.0745
-8.10708;112.44208;-0.0745
-8.09458;112.43958;-0.0132
-8.09375;112.43958;-0.1791
-8.07958;112.43708;-0.3456
-8.07875;112.43708;-0.5229
-8.07792;112.43708;-0.5899
-8.04792;112.43208;-0.4028
-8.04375;112.43208;-0.1303
-8.02708;112.42958;-1.3999
